DATE,TMAX,PRCP,TMIN
2022-11-08,20.9,    0,9.29160666275426
2022-11-07,20.1,    0,7.6
2022-11-06,19.6,    0,9.42904286654065
2022-11-05,18.4,    0,9.491183281032768
2022-11-04,22.2,    0,9.35118328103277
2022-11-03,23.2,    0,11.3
2022-11-02,24.0,    0,9.278456008305495
2022-11-01,15.9,  140,9.31286109996963
2022-10-31,20.5,    0,8.9
2022-10-30,19.9,    0,9.48627265368813
2022-10-29,19.3,    0,10.074541484002618
2022-10-28,22.4,    0,9.5
2022-10-27,19.3,    0,9.3
2022-10-26,21.4,    0,9.0
2022-10-25,19.7,    0,10.20818613751782
2022-10-24,20.2,    5,10.307666697245397
2022-10-23,24.7,    0,11.017666697245398
2022-10-22,25.0,    0,15.9
2022-10-21,23.4,0,11.693351953200862
2022-10-20,22.7,    0,10.4
2022-10-19,22.1,    0,12.666079225928133
2022-10-18,21.3,0,12.9577458925948
2022-10-17,21.1,0,13.186875872184551
2022-10-16,27.8,    0,16.0
2022-10-15,27.1,    0,15.3
2022-10-14,27.2,0,13.525337745325695
2022-10-13,25.0,    0,15.1
2022-10-12,20.0,    0,14.4
2022-10-11,22.7,    0,12.5
2022-10-10,22.2,  226,14.841221361751025
2022-10-09,19.4,  180,12.9
2022-10-08,21.4,    0,14.896284345230747
2022-10-07,25.27857142857142,  460,15.2
2022-10-06,21.7,    0,15.315278411886863
2022-10-05,22.1,    0,15.339198235429848
2022-10-04,30.2,    0,15.443553594922053
2022-10-03,30.4,    0,20.3
2022-10-02,31.2,0,16.28943145874695
2022-10-01,30.9,    0,16.628374604621648
2022-09-30,29.5,    0,17.7
2022-09-29,26.9,    0,17.161583630560738
2022-09-28,27.7,    0,17.451103774934655
2022-09-27,29.5,   99,17.643095187616915
2022-09-26,32.0,    0,19.1
2022-09-25,29.1,    0,16.7
2022-09-24,28.9,    0,18.448415719773397
2022-09-23,24.9,  140,19.173108937535066
2022-09-22,26.4,   20,18.8
2022-09-21,24.4,    0,18.5
2022-09-20,23.4,  391,20.651329076811397
2022-09-19,31.6,   79,21.172737811176656
2022-09-18,31.5,    0,24.8
2022-09-17,30.3,    0,22.041968580407424
2022-09-16,32.3,    0,24.6
2022-09-15,33.6,    0,22.59738734372273
2022-09-14,34.0,    0,24.8
2022-09-13,34.9,    0,24.6
2022-09-12,34.5,    0,23.9
2022-09-11,34.7,    0,23.6
2022-09-10,32.4,    0,23.5
2022-09-09,28.7,  211,22.8
2022-09-08,28.8,   51,23.63612612215661
2022-09-07,30.4,   41,22.7
2022-09-06,35.0,   89,23.811343843513047
2022-09-05,33.6,    0,24.7
2022-09-04,34.3,    0,23.9
2022-09-03,32.9,   76,23.404315451424512
2022-09-02,31.8,  419,22.9
2022-09-01,29.4,  409,23.631980492463104
2022-08-31,36.1,   20,24.8
2022-08-30,31.3,  211,24.7
2022-08-29,33.0,    0,20.0
2022-08-28,30.0,    0,23.437366215987513
2022-08-27,32.2,    0,23.385962462208347
2022-08-26,32.4,    0,23.685530917065897
2022-08-25,32.6,    0,25.4
2022-08-24,32.4,0,23.778762177251306
2022-08-19,33.2,    0,22.2
2022-08-18,32.2, 1011,23.965291308057004
2022-08-17,28.2,  759,24.405879231174453
2022-08-16,36.0,  221,24.752142609575703
2022-08-15,36.3,   30,26.4
2022-08-14,31.8,   30,25.150207532605847
2022-08-13,34.2,    0,25.122934805333124
2022-08-12,35.4,    0,25.249704623895514
2022-08-11,37.4,    0,27.4
2022-08-10,36.9,    0,25.748405733548722
2022-08-09,37.2,    0,26.9
2022-08-08,36.3,    0,26.3
2022-08-07,34.3,   10,26.089271057948604
2022-08-06,33.1,    0,25.1
2022-08-05,33.0,  130,25.3
2022-08-04,35.3,  119,26.43647306595811
2022-08-03,37.5,  109,26.9
2022-08-02,37.7,    0,26.410478676992224
2022-08-01,37.2,    0,27.3
2022-07-31,37.4,    0,26.6
2022-07-30,34.8,    0,25.92057931191253
2022-07-29,35.4,    0,27.2
2022-07-28,35.3,    0,26.4
2022-07-27,35.7,    0,25.585921499075393
2022-07-26,36.8,    0,26.4
2022-07-25,35.9,    0,25.7
2022-07-24,34.7,    0,21.3
2022-07-23,30.2,    0,24.867208400915658
2022-07-22,32.5,  221,24.72716383846085
2022-07-21,32.2,    0,23.9
2022-07-20,34.7,   41,23.0
2022-07-19,27.6, 1661,24.10725940302896
2022-07-18,32.9,    0,24.4
2022-07-17,32.6,    0,24.4
2022-07-16,29.7,    0,24.2
2022-07-15,32.6,    5,24.1
2022-07-14,27.7,   25,23.9
2022-07-13,30.8,    0,22.5
2022-07-12,30.2,  211,23.920725940302894
2022-07-11,33.6,    0,23.90207259403029
2022-07-10,31.1,   81,24.1
2022-07-09,34.2,  371,23.972279853433317
2022-07-08,32.2,    0,23.8
2022-07-07,34.7,    0,23.7
2022-07-06,34.0,    0,24.21950783877665
2022-07-05,30.8,  150,24.474053293322104
2022-07-04,27.8,   61,24.55565946496353
2022-07-03,27.2,  259,24.5478077269612
2022-07-02,38.6,    0,25.6
2022-07-01,38.3,    0,25.5
2022-06-30,37.2,    0,25.2
2022-06-29,35.6,    0,24.64592525569411
2022-06-28,35.2,    0,25.3
2022-06-27,34.1,    0,24.9
2022-06-26,32.9,    0,23.8
2022-06-25,33.0,    0,24.337160437974507
2022-06-24,34.2,    0,26.2
2022-06-23,33.3,    0,23.9
2022-06-22,31.8,   84,22.2
2022-06-21,25.4,  351,22.694763369831207
2022-06-20,31.7,    0,22.025532600600442
2022-06-19,31.4,    0,22.4
2022-06-18,28.2,    0,22.4
2022-06-17,31.7,    0,20.9
2022-06-16,27.7,    0,19.0
2022-06-15,24.9,   51,17.0
2022-06-14,21.0,0,19.347299633675604
2022-06-13,27.6,    0,16.6
2022-06-12,25.5,    5,18.487274969472967
2022-06-11,25.2,   20,18.087274969472965
2022-06-10,30.0,    0,20.6
2022-06-09,30.4,    0,15.3
2022-06-08,25.1,    0,13.9
2022-06-07,22.6,    5,16.99348746438513
2022-06-06,21.4,  551,17.3
2022-06-05,27.4,    5,17.1
2022-06-04,29.0,    0,17.2
2022-06-03,30.6,    0,16.49940795130774
2022-06-02,30.9,    0,15.8
2022-06-01,27.4,    0,14.2
2022-05-31,27.9,   61,16.572081401426626
2022-05-30,30.6,    5,16.533771759339487
2022-05-29,33.5,    0,17.3
2022-05-28,29.2,    0,15.8
2022-05-27,28.7,  170,16.291387373824897
2022-05-26,28.4,   20,16.024770044549253
2022-05-25,29.5,    0,19.2
2022-05-24,30.5,    0,14.9
2022-05-23,27.6,   61,15.637494098142804
2022-05-22,29.6,    0,15.6
2022-05-21,22.0,    0,15.179470959709748
2022-05-20,26.5,    0,16.8
2022-05-19,28.5,    0,13.3
2022-05-18,28.2,    0,12.6
2022-05-17,22.5,    0,14.643080421487715
2022-05-16,22.8,    0,13.3
2022-05-15,20.7,    0,12.7
2022-05-14,22.7,  160,14.422255138119747
2022-05-13,22.4,  140,18.3
2022-05-12,22.3,   99,13.978666869055223
2022-05-11,26.0,    0,17.5
2022-05-10,24.3,    0,9.9
2022-05-09,17.1,    0,12.708410167264582
2022-05-08,22.3,    0,12.659111014536629
2022-05-07,28.5,    0,12.497572552998168
2022-05-06,26.1,    0,15.2
2022-05-05,29.3,    0,11.9
2022-05-04,26.1,    0,9.8
2022-05-03,21.6,    0,7.8
2022-05-02,21.5,    0,7.7
2022-05-01,19.0,  109,12.479723630627902
2022-04-30,21.7,    0,10.6
2022-04-29,19.0,  589,12.58164363588566
2022-04-28,25.7,    0,11.3
2022-04-27,23.3,   71,12.281643635885656
2022-04-26,23.2,  211,18.1
2022-04-25,28.9,    0,16.4
2022-04-24,19.0,   79,15.8
2022-04-23,25.2,    0,13.9
2022-04-22,24.5,   10,12.986328727177133
2022-04-21,20.9,   99,13.2
2022-04-20,25.8,    0,10.0
2022-04-19,23.3,    0,13.476258747464126
2022-04-18,22.7,    0,13.106258747464125
2022-04-17,22.0,    0,6.3
2022-04-16,16.5,    0,12.06080420200958
2022-04-15,18.3,  119,11.89360458401045
2022-04-14,24.4,   89,11.619743856745687
2022-04-13,28.5,    0,11.073590010591841
2022-04-12,28.0,    0,14.6
2022-04-11,25.9,    0,14.4
2022-04-10,27.9,    0,11.5
2022-04-09,25.1,    0,9.2
2022-04-08,21.5,    0,10.080630768304362
2022-04-06,21.93076923076923,0,9.7
2022-04-05,21.8,    0,6.1
2022-04-04,18.4,    0,9.32551188802767
2022-04-03,13.6,    5,8.0
2022-04-02,19.173626373626373,0,2.8
2022-04-01,12.6,    5,7.640614265633202
2022-03-31,15.2,0,7.222432447451385
2022-03-30,22.2,    0,9.4
2022-03-29,17.0,    0,6.8
2022-03-28,14.4,    0,6.2535053273738415
2022-03-27,20.1,   41,5.8763793367048685
2022-03-26,16.7,  119,5.699410948096941
2022-03-25,20.2,    0,5.0
2022-03-24,15.7,    5,4.6
2022-03-23,13.0,    0,2.8
2022-03-22,10.9,  140,5.702663237470514
2022-03-21,14.4,    0,5.2
2022-03-20,12.1,    0,4.8
2022-03-19,11.4,   41,6.036552198687951
2022-03-18,12.5,  340,8.6
2022-03-17,17.7,    0,5.469934619679872
2022-03-16,22.2,    0,7.1
2022-03-15,19.0,    0,5.317429171319861
2022-03-14,21.3,   79,12.7
2022-03-13,22.4,0,5.068659665807307
2022-03-11,19.5,    0,4.2
2022-03-10,17.1,    0,2.5
2022-03-09,14.5,    0,1.4
2022-03-08,13.0,    0,0.1
2022-03-07,8.9,    0,3.644189894284288
2022-03-06,9.3,    0,3.492077232735599
2022-03-05,17.0,    5,2.6
2022-03-04,12.4,    0,1.8
2022-03-03,13.7,    0,1.6487515570018076
2022-03-02,12.4,    0,1.357084890335141
2022-03-01,8.4,  130,3.5
2022-02-28,15.2,    0,0.9
2022-02-27,13.3,    0,1.1270830618247771
2022-02-26,13.1,    0,0.0
2022-02-25,11.2,    0,-1.8
2022-02-24,6.5,    0,0.36940995909681046
2022-02-23,6.7,    0,-1.0
2022-02-22,9.0,    0,0.24970775174346568
2022-02-21,6.5,    5,-0.1
2022-02-20,8.8,   25,0.07885006438875447
2022-02-19,8.9,   71,0.1
2022-02-18,8.6,    0,-0.4
2022-02-17,5.5,    0,-0.9
2022-02-16,7.5,    0,0.33895980146656546
2022-02-15,12.2,    0,1.2
2022-02-14,10.9,    0,0.40161907871412
2022-02-13,6.7,   71,2.1
2022-02-12,13.1,    0,0.9
2022-02-11,12.2,    0,0.40405788801806847
2022-02-10,9.4,    0,0.5131487971089777
2022-02-09,11.0,    0,1.5
2022-02-08,11.4,    5,0.6198932512582878
2022-02-07,8.4,    0,-0.4
2022-02-06,9.62142857142857,0,-0.7
2022-02-05,6.0,    0,0.5237099936385334
2022-02-04,10.5,    0,0.5418918118203515
2022-02-03,9.1,    0,0.8
2022-02-02,8.0,    0,0.5441359142470158
2022-02-01,10.6,    0,0.1
2022-01-31,8.9,    0,0.3827034290641729
2022-01-30,9.4,    0,0.43270342906417286
2022-01-29,9.6,    0,1.5
2022-01-28,9.9,    0,1.1
2022-01-27,9.4,    0,0.3799618976979468
2022-01-26,10.9,    0,0.4
2022-01-25,9.3,    0,-0.2
2022-01-24,9.2,   20,0.38294739631885766
2022-01-23,5.0,  109,0.2
2022-01-22,7.2,    0,0.31357577450140034
2022-01-21,4.1,   89,-0.5
2022-01-20,6.0,   30,-0.2
2022-01-19,7.4,    0,-0.2
2022-01-18,5.8,    0,0.08150210643820527
2022-01-17,9.9,    0,1.3
2022-01-16,10.6,    0,-0.4
2022-01-15,8.1,    0,0.42682526190360054
2022-01-14,3.7,   51,-1.0
2022-01-13,7.4,    0,0.7098479425765278
2022-01-12,4.9,    5,1.2
2022-01-11,7.3,   99,1.0348479425765278
2022-01-10,13.6,    0,3.4
2022-01-09,12.3,    0,0.7
2022-01-08,10.0,    0,1.0519564679142415
2022-01-07,6.6,    5,2.5
2022-01-06,6.8,    0,1.3196652353067297
2022-01-05,6.6,    0,2.0
2022-01-04,8.4,    0,1.5
2022-01-03,11.6,    0,1.1771621703220971
2022-01-02,9.4,    0,-0.9
2022-01-01,5.6,   10,0.983198208171452
2021-12-31,2.8,   20,1.1780025613800278
2021-12-30,10.7,    0,1.1416389250163914
2021-12-29,10.6,    0,1.3
2021-12-28,7.9,    0,1.2800001695354517
2021-12-27,5.8,   10,-1.1
2021-12-26,4.6,    5,1.4569033220086098
2021-12-25,10.9,   15,1.5953648604701482
2021-12-24,13.8,    0,3.0
2021-12-23,12.0,    0,2.1
2021-12-22,12.5,    0,2.0101744886164776
2021-12-21,14.7,    0,3.7
2021-12-20,12.0,    0,3.9
2021-12-19,9.5,    0,0.9
2021-12-18,5.9,   30,0.9
2021-12-17,14.4,  201,3.319106771692407
2021-12-16,15.4,    0,4.0
2021-12-15,14.1,    0,3.1
2021-12-14,11.9,    0,4.474464251972036
2021-12-13,10.4,    0,4.524464251972035
2021-12-12,15.8,    0,4.5860027135104975
2021-12-11,16.0,    0,6.6
2021-12-10,15.6,    0,6.3
2021-12-09,15.8,    0,6.3
2021-12-08,12.6,   41,5.098744268121213
2021-12-07,11.6,  300,10.2
2021-12-06,14.2,    0,4.3
2021-12-05,9.6,    0,4.7
2021-12-04,12.2,    0,5.181704024374655
2021-12-03,13.3,    0,3.3
2021-12-02,12.1,    0,2.8
2021-12-01,12.8,  320,5.098222572045079
2021-11-30,18.2,    0,5.1
2021-11-29,14.9,    0,2.3
2021-11-28,13.9,    0,4.987992659641973
2021-11-27,11.1,   30,5.016791925606171
2021-11-26,17.7,    0,5.273000650663021
2021-11-25,16.5,    0,7.6
2021-11-24,13.1,    0,5.5
2021-11-23,13.7,    0,6.134344112355561
2021-11-22,16.2,  239,6.228375395296975
2021-11-21,19.2,    0,8.3
2021-11-20,20.1,    0,6.622955643992885
2021-11-19,19.4,    0,8.0
2021-11-17,19.1,    0,8.2
2021-11-16,19.4,    0,6.842852794627269
2021-11-15,20.0,    0,7.2
2021-11-14,16.9,    0,8.289418383391713
2021-11-13,17.1,    0,5.4
2021-11-12,16.9,    0,8.595522682201185
2021-11-11,17.6,    0,8.938890350929107
2021-11-10,16.9,    5,9.024244019195388
2021-11-09,16.4,  239,9.099175293667697
2021-11-08,22.4,    0,14.1
2021-11-07,22.7,    0,12.0
2021-11-06,19.8,    0,9.3
2021-11-05,20.1,0,10.335783234599338
2021-11-04,21.5,    0,10.4
2021-11-03,22.5,    0,10.715920254746242
2021-11-02,22.2,    0,10.885087878301329
2021-11-01,23.8,    0,12.4
2021-10-31,22.4,    5,10.453679136764691
2021-10-30,21.8,    0,9.5
2021-10-29,19.8,    0,10.369047050441159
2021-10-28,21.1,    0,10.320339483659401
2021-10-27,21.5,    0,11.0
2021-10-26,21.7,    0,10.272815354916657
2021-10-25,15.0,  279,10.265080093252902
2021-10-24,18.0,    0,8.0
2021-10-23,18.6,    0,10.03272819822701
2021-10-22,20.9,    0,10.0
2021-10-21,17.8,    0,9.8
2021-10-20,17.8,    0,10.774513738488508
2021-10-19,20.9,   10,11.774513738488507
2021-10-18,20.0,    0,10.8
2021-10-17,19.8,   89,12.109083963911559
2021-10-16,28.2,    0,13.38908396391156
2021-10-15,28.2,    0,16.8
2021-10-14,27.4,    0,14.584719540480013
2021-10-13,26.7,    0,15.063191494528013
2021-10-12,28.2,   41,21.0
2021-10-11,29.7,    0,16.314607896283114
2021-10-10,30.4,    0,16.896426078101296
2021-10-09,31.0,    0,20.8
2021-10-08,31.2,    0,17.72589450093924
2021-10-07,29.2,    0,18.6
2021-10-06,28.3,    0,19.02728363362288
2021-10-05,30.7,    0,19.438684342412213
2021-10-04,31.3,    0,20.0
2021-10-03,30.6,    0,17.2
2021-10-02,29.7,    0,19.649321873081195
2021-10-01,27.3,    0,19.553432029171294
2021-09-30,28.4,    0,22.8
2021-09-29,29.3,    0,22.9
2021-09-28,28.1,0,20.0
2021-09-27,28.5,    0,17.8
2021-09-26,22.4,  269,20.330275390225246
2021-09-25,29.7,    0,19.5
2021-09-24,29.0,    0,20.958370741939657
2021-09-23,30.8,    0,20.89896783019681
2021-09-22,32.7,   20,20.72614672385107
2021-09-21,29.5,    0,22.0
2021-09-20,31.2,    0,21.9
2021-09-19,29.6,    0,20.83137606862128
2021-09-18,30.1,  371,22.8
2021-09-17,25.8,   30,21.028623760418984
2021-09-16,27.3,    0,18.9
2021-09-15,29.4,    0,21.048614655289136
2021-09-14,23.0,   99,20.3
2021-09-13,29.0,    0,20.87086144843294
2021-09-12,27.0,    0,20.825406902978397
2021-09-11,29.2,   20,22.6
2021-09-10,32.4,    0,19.4
2021-09-09,30.5,  630,20.734488300670044
2021-09-08,26.6,   41,21.134488300670046
2021-09-07,29.0,    0,19.9
2021-09-06,31.4,    0,21.226524495275143
2021-09-05,31.8,    0,21.4
2021-09-04,27.2,   71,21.699550109661523
2021-09-03,23.8,  124,22.1
2021-09-02,27.4,  160,22.239505120627676
2021-09-01,31.3,    0,23.3
2021-08-31,33.6,    0,22.796557972556432
2021-08-30,35.8,  119,23.23292160892007
2021-08-29,35.5,    0,23.48904456764714
2021-08-28,36.2,    0,25.2
2021-08-27,36.0,    0,23.519848405365487
2021-08-26,33.4,    0,25.7
2021-08-25,34.8,    0,23.744864379540758
2021-08-24,32.7,    0,25.2
2021-08-23,33.2,  170,24.7
2021-08-22,33.2,   20,24.3
2021-08-21,28.8,    0,22.0
2021-08-20,30.9,   89,21.5
2021-08-19,30.035714285714285,  269,23.444486437954076
2021-08-18,29.3,  300,23.16266825613589
2021-08-17,25.8,  490,23.10974133582636
2021-08-16,29.4,    0,22.6
2021-08-15,29.6,  551,21.7
2021-08-14,27.2, 1130,22.568544003324035
2021-08-13,26.2,  729,23.0
2021-08-12,26.0,  429,23.14282667036004
2021-08-11,30.4,    0,22.6
2021-08-10,30.8,    5,23.612111200951045
2021-08-09,31.8,  391,23.856680170421374
2021-08-08,37.8,    0,23.99001350375471
2021-08-07,34.9,    0,24.180847962400932
2021-08-06,34.8,    0,24.31520662565734
2021-08-05,38.7,    0,26.1
2021-08-04,36.6,    0,25.5
2021-08-03,30.8,   51,25.8
2021-08-02,34.8,    0,25.8
2021-08-01,34.7,    0,24.2
2021-07-31,35.1,  439,25.108732235278026
2021-07-30,36.0,   10,25.218661571744615
2021-07-29,35.2,    0,24.7
2021-07-28,32.7,   99,24.3
2021-07-27,34.1,    0,25.277282817251887
2021-07-26,36.4,    0,25.6
2021-07-25,35.5,    0,25.158723052022875
2021-07-24,36.3,    0,25.7
2021-07-23,36.1,    0,25.5
2021-07-22,36.3,    0,26.0
2021-07-21,35.9,    0,25.4
2021-07-20,37.3,    0,24.541231220713446
2021-07-19,37.2,    0,24.9
2021-07-18,33.1,    5,24.39166285606136
2021-07-17,32.4,    0,25.0
2021-07-16,30.7,   99,22.9
2021-07-15,32.1,  386,23.1
2021-07-14,30.7,  109,22.9
2021-07-13,32.7,   41,21.6
2021-07-12,29.9,   30,23.632406984006817
2021-07-11,34.0,   10,23.662406984006818
2021-07-10,32.5,   20,24.5
2021-07-09,29.8,   71,23.381346724364878
2021-07-08,30.542857142857148,  221,23.4
2021-07-07,26.2,  719,23.11468005769821
2021-07-06,32.4,    0,22.953141596159753
2021-07-05,30.6,   30,22.888855881874036
2021-07-04,32.1,   10,25.2
2021-07-03,31.4,0,23.5
2021-07-02,27.6,   71,22.8
2021-07-01,25.6,  284,22.0
2021-06-30,30.8,   89,20.8
2021-06-29,29.3,  140,20.8
2021-06-28,30.0,   10,20.7
2021-06-27,25.6,    0,21.166666666666668
2021-06-26,27.4,    0,20.8
2021-06-25,30.2,    0,20.9
2021-06-24,31.7,    0,19.0
2021-06-23,30.7,    0,20.176666666666666
2021-06-22,28.1,    0,20.4
2021-06-21,32.7,0,17.1
2021-06-20,28.7,    0,20.094333333333335
2021-06-19,22.6,  239,19.9871
2021-06-18,25.1,    0,20.078009090909095
2021-06-17,30.1,    0,20.1
2021-06-16,29.192857142857143,  109,20.003009090909092
2021-06-15,31.7,   89,20.8
2021-06-14,28.9,   66,20.5
2021-06-13,24.7,   46,20.042041046831955
2021-06-12,29.4,    0,19.634179935720844
2021-06-11,30.3,    0,21.8
2021-06-10,33.6,    0,20.0
2021-06-09,32.1,    0,19.0
2021-06-08,32.6,    0,19.143292816595707
2021-06-07,32.6,    0,18.584959483262374
2021-06-06,29.1,    0,18.1
2021-06-05,24.8,    0,15.2
2021-06-04,22.4,  429,17.884386572714373
2021-06-03,28.1,    0,19.2
2021-06-02,28.1,    0,17.037512624779314
2021-06-01,31.2,    0,16.3
2021-05-31,29.5,    0,14.1
2021-05-30,28.4,    0,16.16218991974937
2021-05-29,28.6,    0,15.968408911724305
2021-05-28,25.3,    0,15.3
2021-05-27,26.99230769230769,  419,14.6
2021-05-26,24.0,    0,15.55201238402811
2021-05-25,26.7,    0,15.778261121550178
2021-05-24,25.6,   61,15.726087233705197
2021-05-23,28.9,    0,13.9
2021-05-22,22.6,    5,16.493160877364343
2021-05-21,23.9,  691,16.595793468053984
2021-05-20,25.684023668639046,  531,16.6
2021-05-19,22.7,0,16.526562698823216
2021-05-18,25.1,   81,19.3
2021-05-17,24.6,   56,16.18781571368821
2021-05-16,25.291715976331364,  119,19.5
2021-05-15,27.4,    0,19.2
2021-05-14,30.2,    0,17.2
2021-05-13,25.2,   61,16.1
2021-05-12,21.1,   61,12.9
2021-05-11,23.1,    0,15.14898464280735
2021-05-10,26.6,    0,10.4
2021-05-09,27.0,    0,14.187415386900613
2021-05-08,23.8,    0,14.9
2021-05-07,20.0,   20,14.8
2021-05-06,26.6,   10,10.6
2021-05-05,17.7,  160,12.419700002475665
2021-05-04,26.2,    0,10.7
2021-05-03,21.9,    0,8.8
2021-05-02,15.9,   10,11.782465035397843
2021-05-01,25.9,   30,11.4
2021-04-30,23.7,   20,11.4
2021-04-29,16.1,  861,10.754742276170319
2021-04-28,19.3,  239,13.8
2021-04-27,22.9,    0,6.6
2021-04-26,19.0,    0,9.976109755597106
2021-04-25,22.2,    0,10.083028824287751
2021-04-24,24.0,    0,9.928534623277743
2021-04-23,24.5,    0,10.3
2021-04-22,27.1,    0,10.5
2021-04-21,27.1,    0,9.42615210937842
2021-04-20,25.1,    0,8.3
2021-04-19,20.7,    0,6.1
2021-04-18,15.7,   10,9.30314296307866
2021-04-17,14.6,  610,8.79675613044114
2021-04-16,16.9,    0,12.6
2021-04-15,19.3,    0,5.5
2021-04-14,20.4,   51,8.402368291172566
2021-04-13,21.4,   10,14.2
2021-04-12,21.7,    0,9.7
2021-04-11,21.0,    0,5.0
2021-04-10,17.2,    0,3.5
2021-04-09,16.3,    0,9.410236829117256
2021-04-08,21.4,    5,9.001145920026346
2021-04-07,21.7,    0,9.319431912756015
2021-04-06,19.9,   71,8.0
2021-04-05,15.1,    0,8.923081466189961
2021-04-04,18.8,  170,9.268536011644507
2021-04-03,21.8,    0,15.1
2021-04-02,23.3,    0,12.1
2021-04-01,23.8,    0,8.1
2021-03-31,23.5,    0,9.511104939059049
2021-03-30,23.5,    0,8.95479294699032
2021-03-29,22.9,    0,9.041592305807622
2021-03-28,17.0,   84,13.5
2021-03-27,22.0,    0,5.6
2021-03-26,19.6,    0,8.055226381077908
2021-03-25,16.1,   10,7.321893047744575
2021-03-24,21.0,    0,5.2
2021-03-23,16.2,    0,3.2
2021-03-22,13.6,    0,6.79322597788584
2021-03-21,17.4,  521,6.605862117225693
2021-03-20,22.0,    0,7.1
2021-03-19,21.5,    0,6.3
2021-03-18,19.7,    0,3.3
2021-03-17,15.5,    0,5.53628073591923
2021-03-16,16.1,    0,7.6
2021-03-15,18.4,    0,5.3
2021-03-14,15.3,    0,5.312922077558629
2021-03-13,15.1,  351,5.195382073952532
2021-03-12,16.5,   30,7.5
2021-03-11,18.4,    0,2.0
2021-03-10,15.7,    0,5.285871353402762
2021-03-09,16.4,    0,2.4
2021-03-08,13.2,    0,5.181288682264903
2021-03-07,13.0,    0,4.8
2021-03-06,16.7,   10,4.8965947372382
2021-03-05,14.4,   99,10.2
2021-03-04,16.2,    0,2.3
2021-03-03,10.7,    0,4.436375477290586
2021-03-02,14.2,  351,4.351425889679368
2021-03-01,19.9,    0,6.7
2021-02-28,14.8,    0,2.3
2021-02-27,9.8,    0,4.308439610420814
2021-02-26,9.3,   51,3.663294634308251
2021-02-25,13.5,    0,0.3
2021-02-24,9.4,    0,3.145953561169901
2021-02-23,11.0,    0,3.0169113695578336
2021-02-22,21.2,    0,6.8
2021-02-21,12.86923076923077,0,2.9634599175456797
2021-02-19,12.720710059171598,0,0.8
2021-02-18,6.2,    0,-2.2
2021-02-17,5.5,    0,2.582632484827341
2021-02-16,10.0,    5,2.928087030281887
2021-02-15,16.1,  310,2.90828098201934
2021-02-14,20.6,    0,7.5
2021-02-13,19.9,0,2.315205034556187
2021-02-10,11.894336432797973,0,2.7
2021-02-09,6.6,    0,0.8
2021-02-08,8.7,    0,2.675836866516796
2021-02-07,13.9,    0,4.1
2021-02-06,15.8,    0,2.4181202620993023
2021-02-05,12.0,    0,2.9
2021-02-04,10.3,    0,-0.2
2021-02-03,8.2,    0,1.8104396809573444
2021-02-02,13.9,  170,2.0004396809573444
2021-02-01,11.5,   20,0.9
2021-01-31,10.7,    0,2.0587777360015544
2021-01-30,7.0,    0,0.0
2021-01-29,7.1,0,2.2410730108795827
2021-01-28,11.6,    0,1.9110730108795828
2021-01-27,13.8,   81,2.122180311967541
2021-01-26,16.3,   30,4.6
2021-01-25,14.7,    0,1.8833104069728261
2021-01-24,9.7,  130,1.9816414476701087
2021-01-23,9.7,  221,1.9739278188369642
2021-01-22,9.8,   71,6.1
2021-01-21,13.6,    0,-0.4
2021-01-20,8.5,    0,1.7328236350406763
2021-01-19,5.8,    0,1.6974275735018707
2021-01-18,8.3,    0,-0.7
2021-01-17,9.5,    0,0.782151706254135
2021-01-16,12.2,   30,0.31433313335643437
2021-01-15,14.8,    0,1.5
2021-01-14,14.6,    0,0.8
2021-01-13,10.3,    0,-0.8
2021-01-12,4.8,   25,-0.41873523517159633
2021-01-11,7.1,    0,-1.0
2021-01-10,7.1,    0,-3.5
2021-01-09,4.4,    0,-4.1
2021-01-08,2.7,0,-0.6618735235171596
2020-12-22,11.1,    0,0.4
2020-12-21,10.5,    0,-1.0645120842987508
2020-12-20,8.4,    0,-0.5645120842987507
2020-12-19,8.2,    0,-0.579089769211466
2020-12-18,10.4,    0,0.3
2020-12-17,6.6,    0,0.2
2020-12-16,7.6,    0,1.0830012538673874
2020-12-15,6.8,    0,1.53408066509622
2020-12-14,9.8,0,1.6371789073776946
2020-12-10,15.7,    0,4.2
2020-12-09,13.4,    0,2.7229309214274866
2020-12-08,14.0,    0,3.1674762882899072
2020-12-07,16.2,    0,4.2
2020-12-06,15.2,    0,4.4
2020-12-05,15.1,    0,4.3
2020-12-04,14.4,    0,4.602507828826827
2020-12-03,14.7,    0,6.0
2020-12-02,16.0,    0,5.4
2020-12-01,14.1,    0,5.2
2020-11-30,14.7,    0,5.700250782882683
2020-11-29,14.4,    0,5.991159873791774
2020-11-28,13.1,    0,6.135810771409208
2020-11-27,18.2,0,9.4
2020-11-26,17.2,    0,6.4
2020-11-25,14.4,    0,7.720656493462152
2020-11-24,16.5,    0,7.1
2020-11-23,16.8,    5,8.377079811049619
2020-11-22,18.5,    5,7.4
2020-11-21,16.1,    0,8.730322461447361
2020-11-20,22.2,   25,8.966187160541738
2020-11-19,26.9,    0,13.4
2020-11-18,23.9,    0,12.8
2020-11-17,22.2,    0,10.1
2020-11-16,22.8,0,9.621698679129839
2020-11-15,22.2,    0,7.2
2020-11-14,18.7,    0,10.11688690015985
2020-11-13,19.7,    0,10.325596592478927
2020-11-12,18.3,0,10.029353574640957
2020-11-11,15.2,    0,9.654837305156619
