DATE,PRCP,TMAX,TMIN,SNOW,WSFG,WDFG
2021-09-21,    0,17.9,8.2,    0,,
2021-09-20,    0,17.1,10.3,    0,,
2021-09-19,   22,15.6,11.0,    0,  310,   10
2021-09-18,   86,18.7,11.9,    0,  430,   15
2021-09-17,  509,14.2,10.9,    0,  590,   10
2021-09-16,    0,15.8,6.0,    0,  350,    9
2021-09-15,    0,17.2,11.9,    0,  620,   28
2021-09-14,  116,14.5,12.2,    0,,
2021-09-13,    0,18.1,10.5,    0,,
2021-09-12,    7,18.1,12.9,    0,  340,   28
2021-09-11,   53,17.3,14.4,    0,  340,   11
2021-09-10,    0,23.5,15.0,    0,  340,   11
2021-09-09,    0,26.0,14.6,    0,,
2021-09-08,    8,24.3,14.5,    0,  350,   10
2021-09-07,    0,21.9,12.0,    0,,
2021-09-06,    0,21.4,12.7,    0,,
2021-09-05,    0,19.4,14.9,    0,,
2021-09-04,  135,19.8,12.4,    0,  320,    5
2021-09-03,    0,23.9,11.4,    0,,
2021-09-02,    0,20.9,10.5,    0,,
2021-09-01,    0,18.8,8.8,    0,,
2021-08-31,   18,20.2,11.2,    0,,
2021-08-30,    0,18.3,13.3,    0,  440,   11
2021-08-29,    0,21.2,12.5,    0,,
2021-08-28,    0,21.0,9.9,    0,,
2021-08-27,   70,20.1,14.2,    0,  330,   19
2021-08-26,   31,17.5,15.1,    0,  340,    9
2021-08-25,    0,25.3,11.2,    0,,
2021-08-24,    0,22.2,9.4,    0,,
2021-08-23,    3,20.3,12.8,    0,  310,   20
2021-08-22,    0,22.6,14.7,    0,  350,   28
2021-08-21,    0,21.9,14.8,    0,  360,   20
2021-08-20,   16,18.8,13.7,    0,,
2021-08-19,    0,22.7,14.1,    0,,
2021-08-18,    0,20.8,13.0,    0,,
2021-08-17,    2,21.1,14.5,    0,  410,   29
2021-08-16,    0,21.2,16.2,    0,,
2021-08-15,    0,24.9,15.8,    0,  390,   13
2021-08-14,    0,28.1,16.7,    0,  330,   11
2021-08-13,    0,28.9,16.6,    0,,
2021-08-12,    0,27.6,18.8,    0,  420,   29
2021-08-11,    0,25.7,15.8,    0,  330,   29
2021-08-10,    0,24.1,15.4,    0,  320,   23
2021-08-09,    0,23.0,14.9,    0,  310,   22
2021-08-08,    6,22.3,15.2,    0,  480,   28
2021-08-07,  221,22.2,14.0,    0,  540,   28
2021-08-06,    0,23.6,17.7,    0,  400,   29
2021-08-05,    0,28.9,17.0,    0,  310,   20
2021-08-04,    0,25.2,15.3,    0,  310,   11
2021-08-03,    0,25.2,15.9,    0,,
2021-08-02,    0,23.4,15.6,    0,  310,   21
2021-08-01,    0,26.2,17.7,    0,,
2021-07-31,    0,26.1,17.6,    0,,
2021-07-30,    0,28.1,15.2,    0,,
2021-07-29,    0,25.8,15.5,    0,,
2021-07-28,    0,26.5,14.2,    0,,
2021-07-27,    0,24.4,14.5,    0,,
2021-07-26,    0,25.8,13.6,    0,  320,   20
2021-07-25,    0,25.1,14.7,    0,,   19
2021-07-24,    0,25.1,14.3,    0,,
2021-07-23,    0,24.3,15.4,    0,  370,   19
2021-07-22,    0,21.7,12.8,    0,,   21
2021-07-21,    0,21.9,13.2,    0,  410,   21
2021-07-20,    0,23.8,14.9,    0,  380,   15
2021-07-19,    0,26.7,13.9,    0,  370,   16
2021-07-18,    0,23.1,12.8,    0,  340,   19
2021-07-17,    0,24.3,14.8,    0,  390,   20
2021-07-16,    0,21.6,12.7,    0,  370,   13
2021-07-15,    0,21.5,12.8,    0,  410,   13
2021-07-14,    0,24.7,13.6,    0,,
2021-07-13,    0,24.7,13.8,    0,,
2021-07-12,    0,23.3,14.0,    0,,
2021-07-11,    0,23.4,13.5,    0,,
2021-07-10,    0,25.2,13.9,    0,  310,   21
2021-07-09,    0,24.0,16.2,    0,  350,   20
2021-07-08,    0,21.8,14.1,    0,  380,   19
2021-07-07,    0,21.9,14.8,    0,  420,   12
2021-07-06,    0,22.7,13.5,    0,,
2021-07-05,    0,24.0,15.5,    0,,   20
2021-07-04,    0,24.5,16.2,    0,  330,   29
2021-07-03,    0,22.6,16.6,    0,  350,   29
2021-07-02,    0,22.6,16.6,    0,  350,   30
2021-07-01,    0,23.6,17.6,    0,  360,   11
2021-06-30,    0,24.2,17.7,    0,  420,   11
2021-06-29,    0,32.4,20.4,    0,  350,   10
2021-06-28,    0,31.7,20.3,    0,  330,   30
2021-06-27,    0,31.1,19.4,    0,  310,   29
2021-06-26,    0,32.3,17.5,    0,,
2021-06-25,    0,25.6,18.0,    0,  360,   30
2021-06-24,    0,23.6,14.3,    0,  310,   29
2021-06-23,    0,22.1,13.3,    0,  370,   19
2021-06-22,    0,22.9,14.8,    0,  350,   19
2021-06-21,    0,23.8,15.1,    0,  320,   29
2021-06-20,    0,23.38461538461538,14.238461538461536,    0,  370,   31
2021-06-19,    0,20.8,12.5,    0,  310,   21
2021-06-18,    0,19.2,10.0,    0,,
2021-06-17,    0,23.2,10.1,    0,  370,   19
2021-06-16,    0,20.9,11.9,    0,,   20
2021-06-15,   26,20.656043956043955,11.774175824175826,    0,  380,   20
2021-06-14,   16,20.1,14.2,    0,  320,   10
2021-06-13,  125,18.4,14.0,    0,  330,   10
2021-06-12,    6,21.3,11.8,    0,  340,   13
2021-06-11,   63,17.6,10.3,    0,  550,   13
2021-06-10,    0,22.2,9.2,    0,  340,   20
2021-06-09,   12,17.9,10.8,    0,  390,   19
2021-06-08,    0,17.5,5.9,    0,  360,   19
2021-06-07,   52,15.6,8.3,    0,  370,   19
2021-06-06,   50,12.9,9.3,    0,  390,   24
2021-06-05,    8,18.2,10.3,    0,  380,   21
2021-06-04,   14,18.1,10.9,    0,  380,   10
2021-06-03,    0,21.9,14.4,    0,  320,   12
2021-06-02,    0,28.2,12.8,    0,,   15
2021-06-01,    0,24.1,11.1,    0,,
2021-05-31,    0,21.6,11.5,    0,,   29
2021-05-30,    0,19.2,9.8,    0,  330,   29
2021-05-29,    0,18.7,6.5,    0,,
2021-05-28,    8,17.1,10.1,    0,  440,   19
2021-05-27,   82,14.4,11.4,    0,  390,   12
2021-05-26,    0,15.7,11.6,    0,  350,   11
2021-05-25,    0,18.1,11.6,    0,  320,   19
2021-05-24,   31,13.4,10.5,    0,,
2021-05-23,    0,15.8,11.9,    0,  360,   10
2021-05-22,    0,17.9,8.3,    0,  360,   10
2021-05-21,    0,16.7,7.3,    0,  320,   20
2021-05-20,    0,16.0,5.0,    0,,   18
2021-05-19,    0,14.8,6.2,    0,  400,   29
2021-05-18,   50,14.2,8.4,    0,  580,   20
2021-05-17,   70,16.9,10.2,    0,  400,   11
2021-05-16,    0,19.7,8.4,    0,,
2021-05-15,    0,18.1,11.7,    0,  370,   31
2021-05-14,    0,18.3,7.7,    0,  340,   29
2021-05-13,    0,18.3,7.4,    0,,
2021-05-12,   36,16.28571428571429,7.792857142857143,    0,,
2021-05-11,    0,16.5,6.1,    0,,
2021-05-10,    0,15.8,6.2,    0,,
2021-05-09,    0,14.1,8.1,    0,,
2021-05-08,    0,13.5,8.9,    0,  350,   17
2021-05-07,    0,12.9,6.6,    0,  360,   20
2021-05-06,    3,20.1,7.3,    0,  440,   20
2021-05-05,    0,14.8,5.9,    0,,
2021-05-04,    0,15.0,8.9,    0,,
2021-05-03,   22,11.4,9.1,    0,,
2021-05-02,    0,15.0,6.6,    0,,   18
2021-05-01,    0,15.0,8.7,    0,  330,   30
2021-04-30,  135,18.2,10.2,    0,  340,   31
2021-04-29,    3,17.9,9.4,    0,,
2021-04-28,   14,14.2,10.2,    0,,
2021-04-27,    0,14.5,7.7,    0,  310,   11
2021-04-26,    0,13.4,6.8,    0,  360,   19
2021-04-25,   77,12.2,7.9,    0,  320,   11
2021-04-24,  109,11.6,8.3,    0,,
2021-04-23,    3,14.2,8.4,    0,  360,   13
2021-04-22,    0,15.2,6.5,    0,  410,   29
2021-04-21,    0,15.0,4.4,    0,  450,   27
2021-04-20,    0,17.0,5.3,    0,,
2021-04-19,    0,19.4,6.7,    0,,
2021-04-18,    0,18.1,4.8,    0,,
2021-04-17,    0,18.7,5.1,    0,,
2021-04-16,    0,17.9,4.8,    0,,
2021-04-15,    0,17.1,4.0,    0,,
2021-04-14,    0,14.4,1.4,    0,  370,   30
2021-04-13,    0,13.8,3.1,    0,  420,   29
2021-04-12,    0,11.9,-0.2,    0,  400,   30
2021-04-11,    0,9.4,-1.0,    0,,
2021-04-10,    0,9.7,1.7,    0,  600,   26
2021-04-09,    9,8.5,2.3,    0,  490,   17
2021-04-08,    0,10.6,4.2,    0,  630,   28
2021-04-07,   18,8.5,3.9,    0,  430,   17
2021-04-06,    0,15.0,1.6,    0,,
2021-04-05,    0,9.2,-0.1,    0,  310,   30
2021-04-04,    0,10.3,5.3,    0,  580,   28
2021-04-03,   12,11.3,5.8,    0,,    9
2021-04-02,    0,11.9,5.7,    0,,
2021-04-01,    0,13.1,4.6,    0,,   19
2021-03-31,    0,10.5,0.2,    0,,
2021-03-30,    0,9.5,-0.5,    0,  350,   29
2021-03-29,    0,9.7,0.0,    0,  570,   29
2021-03-28,   42,10.1,3.1,    0,  880,   29
2021-03-27,    0,9.7,3.9,    0,  310,   11
2021-03-26,    0,10.7,2.3,    0,,
2021-03-25,    0,10.2,4.6,    0,  390,   29
2021-03-24,   60,8.2,3.9,    0,  320,   14
2021-03-23,    4,9.1,1.5,    0,,
2021-03-22,    0,9.8,4.3,    0,  510,   28
2021-03-21,   59,6.7,4.6,    0,  390,   16
2021-03-20,   18,9.3,5.8,    0,  420,   27
2021-03-19,    9,10.9,6.3,    0,  500,   12
2021-03-18,   27,12.9,2.5,    0,  450,   13
2021-03-17,   10,9.6,1.1,    0,,
2021-03-16,    0,8.2,-0.6,    0,,
2021-03-15,    0,7.8,0.0,    0,  460,   28
2021-03-14,   12,9.9,4.0,    0,  580,   29
2021-03-13,    0,14.2,2.2,    0,,
2021-03-12,    0,12.0,0.9,    0,,
2021-03-11,    0,8.0,-2.0,    0,,
2021-03-10,    0,8.8,-0.1,    0,,
2021-03-09,    0,11.1,2.9,    0,  380,   20
2021-03-08,    0,10.4,1.3,    0,,   28
2021-03-07,   15,8.6,4.8,    0,  580,   14
2021-03-06,    7,11.3,4.6,    0,  420,   15
2021-03-05,   37,11.8,5.8,    0,  710,   15
2021-03-04,   40,10.7,2.0,    0,  390,   15
2021-03-03,    0,10.3,2.9,    0,,
2021-03-02,    0,8.2,1.4,    0,  320,   28
2021-03-01,    0,11.2,4.4,    0,,
2021-02-28,   33,7.0,3.2,    0,,   12
2021-02-27,    6,7.1,-2.3,    0,  420,   30
2021-02-26,   16,8.3,3.3,    0,  720,   31
2021-02-25,   46,9.5,1.8,    0,  390,   20
2021-02-24,    0,6.3,-2.5,    0,,
2021-02-23,    2,7.8,1.1,    0,  590,   29
2021-02-22,   15,11.7,4.5,    0,  550,   28
2021-02-21,   19,11.0,4.8,    0,  520,   17
2021-02-20,   11,7.3,-1.5,    0,,
2021-02-19,   14,8.2,1.1,    0,  350,   15
2021-02-18,   17,6.2,1.7,    0,  420,   11
2021-02-17,    0,7.1,-0.6,    0,  540,   29
2021-02-16,    2,7.9,3.4,    0,  610,   28
2021-02-15,  134,4.2,0.5,    0,  350,   29
2021-02-14,   21,1.1,-1.0,   38,,
2021-02-13,   62,0.0,-3.5,   88,  390,    7
2021-02-12,    0,-0.2,-6.8,    0,  350,   11
2021-02-11,    0,0.8,-4.4,    0,,   11
2021-02-10,    0,0.2,-3.4,    0,  350,   10
2021-02-09,    0,2.0,-3.5,    0,  350,   19
2021-02-08,    0,4.4,-3.0,    0,  370,   30
2021-02-07,    0,7.6,3.4,    0,  670,   29
2021-02-06,   19,8.4,5.2,    0,  610,   29
2021-02-05,   11,8.4,4.3,    0,  580,   27
2021-02-04,   76,6.6,3.2,    0,,
2021-02-03,    0,7.0,2.1,    0,,
2021-02-02,  135,6.8,4.0,    0,  350,   20
2021-02-01,  192,7.6,4.8,    0,  320,    9
2021-01-31,   73,7.5,5.5,    0,  370,   10
2021-01-30,   17,7.1,4.5,    0,  420,    8
2021-01-29,    0,7.0,2.5,    0,,
2021-01-28,   14,6.5,2.6,    0,,
2021-01-27,    4,5.2,1.2,    0,  420,    7
2021-01-26,    0,7.4,1.4,    0,  500,   13
2021-01-25,  107,5.1,1.2,    0,  320,    9
2021-01-24,   90,3.1,1.5,    0,,
2021-01-23,    0,4.5,-4.5,    0,,
2021-01-22,    0,5.5,-2.6,    0,,   29
2021-01-21,    5,7.6,0.1,    0,  330,   28
2021-01-20,    0,7.3,2.9,    0,,
2021-01-19,    0,6.8,0.9,    0,,
2021-01-18,    0,7.6,0.4,    0,,
2021-01-17,    7,8.1,3.5,    0,,
2021-01-16,   25,7.3,3.5,    0,,
2021-01-15,   21,10.6,4.4,    0,  450,    6
2021-01-14,    0,8.6,1.3,    0,,
2021-01-13,   39,12.0,3.5,    0,  910,   27
2021-01-12,  221,11.9,7.5,    0,  500,   14
2021-01-11,  152,10.1,7.8,    0,  460,    9
2021-01-10,   44,8.4,5.3,    0,  330,   11
2021-01-09,    0,7.2,-0.8,    0,  410,    4
2021-01-08,   93,7.6,1.0,    0,  390,    4
2021-01-07,    0,9.1,2.1,    0,,
2021-01-06,    2,9.9,3.5,    0,  540,   15
2021-01-05,  295,7.6,2.8,    0,  630,   11
2021-01-04,  181,7.7,3.8,    0,  480,   10
2021-01-03,   64,9.3,2.3,    0,  410,   14
2021-01-02,  127,8.8,6.9,    0,  590,   15
2021-01-01,  176,10.1,6.9,    0,  450,    9
2020-12-31,   68,7.6,5.4,    0,  330,    8
2020-12-30,  316,6.1,3.4,    0,  480,    8
2020-12-29,   82,5.6,2.4,    0,  320,    7
2020-12-28,    8,6.7,3.9,    0,  390,   30
2020-12-27,   64,6.6,3.8,    0,,
2020-12-26,   37,8.2,4.8,    0,  500,   17
2020-12-25,   81,7.6,-0.2,    0,  320,    5
2020-12-24,    0,3.8,-3.7,    0,,
2020-12-23,    0,7.292857142857144,3.0357142857142856,    0,,
2020-12-22,    0,5.8,-1.6,    0,,
2020-12-21,  318,6.3,2.2,    0,  390,   30
2020-12-20,    0,9.9,4.6,    0,  540,   19
2020-12-19,  196,8.4,4.3,    0,  590,   27
2020-12-18,  197,9.0,6.0,    0,  650,   14
2020-12-17,   91,8.9,5.6,    0,  390,   10
2020-12-16,   76,9.2,7.0,    0,  420,    7
2020-12-15,   74,9.3,5.7,    0,  540,   11
2020-12-14,   15,7.8,4.7,    0,,
2020-12-13,  104,5.1,1.2,    0,  330,    7
2020-12-12,    0,5.8,-2.2,    0,,
2020-12-11,   92,6.3,1.7,    0,,
2020-12-10,    0,6.9,3.4,    0,,
2020-12-09,    3,8.507142857142856,2.507142857142857,    0,,
2020-12-08,  147,10.4,6.4,,  450,    9
2020-12-07,  108,10.0,8.6,,  370,    7
2020-12-06,   22,10.6,2.7,,  320,   10
2020-12-05,    0,12.3,-1.6,,,
2020-12-04,    0,10.0,0.1,,,
2020-12-03,    0,8.1,-1.4,,,
2020-12-02,    0,7.3,-1.2,,,
2020-12-01,    0,7.5,0.3,,,
2020-11-30,   39,9.1,5.8,    0,  720,   28
2020-11-29,    2,7.8,-0.5,    0,,
2020-11-28,    0,8.5,2.3,    0,  330,   24
2020-11-27,   12,10.1,7.2,    0,  420,   13
2020-11-26,   24,8.2,4.0,    0,  350,   16
2020-11-25,   12,8.1,4.3,    0,,
2020-11-24,   95,8.6,5.0,    0,  540,   13
2020-11-23,   94,7.1,5.4,    0,,
2020-11-22,   25,7.5,1.5,    0,,
2020-11-21,    0,9.1,1.9,    0,,
2020-11-20,   28,9.5,6.4,    0,  390,   16
2020-11-19,   53,9.0,3.7,    0,,
2020-11-18,  169,9.1,6.2,    0,  350,    6
2020-11-17,   45,14.5,4.8,    0,  650,   15
2020-11-16,  205,7.7,6.1,    0,,
2020-11-15,   13,11.6,4.7,    0,  610,   24
2020-11-14,   56,8.1,2.3,    0,  450,    9
2020-11-13,  317,8.4,4.4,    0,  590,   29
2020-11-12,  228,6.0,3.2,    0,  420,    8
2020-11-11,    0,4.9,-0.6,    0,,
2020-11-10,   37,5.8,1.2,    0,,
2020-11-09,   21,4.4,-1.7,    0,  350,    8
2020-11-08,    0,8.3,-2.4,    0,  370,   33
2020-11-07,    0,8.7,4.1,    0,  450,   29
2020-11-06,    0,9.0,4.3,    0,  550,   30
2020-11-05,    0,15.3,4.8,    0,  480,   23
2020-11-04,   72,15.5,11.4,    0,  410,   17
2020-11-03,  346,11.5,8.7,    0,  330,    9
2020-11-02,    0,14.5,1.1,    0,,
2020-11-01,    0,10.9,1.8,    0,,
2020-10-31,    0,9.9,1.2,    0,  330,   26
2020-10-30,   36,12.8,7.2,    0,  580,   25
2020-10-29,    0,11.014285714285716,4.185714285714286,    0,  320,    9
2020-10-28,    0,13.4,10.2,    0,  350,   11
2020-10-27,    0,10.2,5.2,    0,  320,    4
2020-10-26,    6,6.4,2.7,    0,,
2020-10-25,    0,6.3,-4.6,    0,  350,    7
2020-10-24,    0,9.8,0.6,    0,  330,    9
2020-10-23,  128,7.4,3.8,    0,  390,    8
2020-10-22,    0,10.3,4.5,    0,  330,   20
2020-10-21,    0,11.9,6.6,    0,  520,   28
2020-10-20,    0,12.8,7.0,    0,  370,   29
2020-10-19,    0,12.8,10.2,    0,  370,   28
2020-10-18,  108,11.9,8.4,    0,,
2020-10-17,    5,12.9,10.1,    0,  450,   27
2020-10-16,   27,14.2,9.4,    0,  350,    6
2020-10-15,    3,12.3,4.8,    0,  320,   27
2020-10-14,    0,13.9,7.1,    0,  390,   27
2020-10-13,  139,16.3,7.7,    0,  650,   19
2020-10-12,    0,13.6,8.9,    0,  610,   28
2020-10-11,  144,12.2,6.6,    0,  410,    6
2020-10-10,  120,15.6,11.5,    0,  450,   14
2020-10-09,  157,14.8,13.4,    0,  410,    9
2020-10-08,    0,18.2,13.0,    0,,   11
2020-10-07,    0,15.7,8.9,    0,,
2020-10-06,    0,15.9,9.8,    0,,
2020-10-05,    0,17.5,8.9,    0,,
2020-10-04,    2,15.4,12.6,    0,,
2020-10-03,    0,18.5,9.7,    0,,
2020-10-02,    0,19.6,8.8,    0,,
2020-10-01,    0,18.6,11.1,    0,,
2020-09-30,    0,20.4,10.6,    0,,
2020-09-29,    0,18.8,8.6,    0,,   30
2020-09-28,    0,17.1,9.6,    0,,
2020-09-27,    0,16.8,9.2,    0,,
2020-09-26,   26,15.3,10.0,    0,  320,   17
2020-09-25,   78,18.7,13.2,    0,  540,   14
2020-09-24,  128,18.6,13.1,    0,  410,   14
2020-09-23,  296,18.0,13.8,    0,  500,   13
2020-09-22,    8,20.6,12.3,    0,,
2020-09-21,    0,21.2,11.3,    0,,
2020-09-20,    0,21.1,12.2,    0,,
2020-09-19,   28,18.1,13.8,    0,,
2020-09-18,    0,18.6,14.5,    0,,
2020-09-17,    0,19.8,15.3,    0,,
2020-09-16,    0,19.9,14.4,    0,,
2020-09-15,   18,21.9,15.4,    0,  350,   29
2020-09-14,   10,17.5,11.0,    0,,
2020-09-13,    0,16.7,11.1,    0,,
2020-09-12,    0,17.6,12.7,    0,,
2020-09-11,    0,24.1,14.3,    0,  350,   10
2020-09-10,    0,24.5,12.0,    0,,
2020-09-09,    0,22.7,11.0,    0,  320,   30
2020-09-08,    0,23.1,9.9,    0,,   20
2020-09-07,    0,23.8,13.8,    0,  350,   29
2020-09-06,    0,20.9,13.6,    0,,
2020-09-05,    0,21.4,14.5,    0,  350,   12
2020-09-04,    0,23.2,12.6,    0,,
2020-09-03,    0,21.6,11.7,    0,,
2020-09-02,    0,22.1,13.6,    0,,
2020-09-01,    0,21.5,14.6,    0,,
2020-08-31,    0,19.3,13.0,    0,,
2020-08-30,    0,19.7,9.4,    0,,   29
2020-08-29,    0,19.1,13.9,    0,  550,   28
2020-08-28,    0,21.9,12.5,    0,  420,   29
2020-08-27,    0,20.3,11.4,    0,,
2020-08-26,    0,20.2,11.3,    0,,
2020-08-25,    0,19.8,11.0,    0,  320,   28
2020-08-24,    3,19.6,14.3,    0,,
2020-08-23,    0,20.1,13.0,    0,  350,   28
2020-08-22,    0,20.3,11.7,    0,,
2020-08-21,   76,21.5,16.6,    0,  390,   16
2020-08-20,   66,22.3,15.7,    0,  390,   12
2020-08-19,    0,24.7,14.5,    0,,   13
2020-08-18,    0,25.8,16.0,    0,  370,   11
2020-08-17,    0,29.3,18.1,    0,,   12
2020-08-16,    0,28.3,14.8,    0,,
2020-08-15,    0,23.9,13.0,    0,,
2020-08-14,    0,22.2,12.0,    0,,
2020-08-13,    0,20.0,10.7,    0,,   21
2020-08-12,    0,19.9,13.6,    0,  370,   29
2020-08-11,    0,19.0,13.9,    0,  370,   26
2020-08-10,    0,21.7,13.0,    0,  330,   28
2020-08-09,    0,21.0,10.9,    0,,
2020-08-08,   18,20.7,14.7,    0,  390,   28
2020-08-07,   46,19.5,14.0,    0,,   11
2020-08-06,  256,20.6,15.1,    0,  480,   19
2020-08-05,    0,26.5,14.9,    0,  330,   12
2020-08-04,    0,24.3,15.7,    0,  330,   28
2020-08-03,    0,25.7,15.1,    0,,   17
2020-08-02,    0,25.4,14.5,    0,  350,   12
2020-08-01,    0,24.3,14.1,    0,  370,   14
2020-07-31,    0,25.4,16.9,    0,  370,   12
2020-07-30,    0,25.8,13.3,    0,,
2020-07-29,    0,24.7,11.7,    0,,
2020-07-28,    0,23.2,15.2,    0,  320,   19
2020-07-27,    0,26.4,14.2,    0,,
2020-07-26,    0,24.2,11.6,    0,  320,   29
2020-07-25,    0,21.5,11.1,    0,,   20
2020-07-24,    0,20.3,14.4,    0,  330,   10
2020-07-23,    0,21.6,14.8,    0,  370,   12
2020-07-22,    0,24.3,15.6,    0,,   13
2020-07-21,    0,27.5,15.7,    0,  350,   18
2020-07-20,    0,23.8,17.2,    0,  370,   29
2020-07-19,    0,22.7,14.5,    0,  390,   30
2020-07-18,    0,22.7,11.4,    0,,   28
2020-07-17,    0,21.0,15.7,    0,  320,   28
2020-07-16,    0,24.4,15.0,    0,  330,   11
2020-07-15,    0,24.3,13.8,    0,  350,   18
2020-07-14,    0,21.3,11.0,    0,,
2020-07-13,    0,19.2,11.3,    0,,
2020-07-12,    0,20.1,11.3,    0,  350,   20
2020-07-11,   32,17.5,13.3,    0,,
2020-07-10,    0,21.4,11.4,    0,  350,   12
2020-07-09,   46,20.4,13.7,    0,  330,   15
2020-07-08,    8,20.9,13.4,    0,  330,   13
2020-07-07,    0,18.7,13.5,    0,  330,   20
2020-07-06,    0,20.9,12.2,    0,  320,   13
2020-07-05,    0,20.2,10.2,    0,,
2020-07-04,    0,18.9,12.3,    0,,
2020-07-03,  162,14.6,12.3,    0,,
2020-07-02,   10,18.3,12.8,    0,  420,   13
2020-07-01,   14,14.8,13.0,    0,  330,   28
2020-06-30,    6,19.8,13.5,    0,  350,   11
2020-06-29,    0,21.9,12.8,    0,  370,   18
2020-06-28,    4,21.3,10.9,    0,  320,   28
2020-06-27,    4,19.1,13.3,    0,  460,   25
2020-06-26,    4,20.8,14.2,    0,,
2020-06-25,    0,21.1,13.9,    0,  330,   30
2020-06-24,   42,20.9,15.4,    0,  320,   29
2020-06-23,    8,21.1,14.8,    0,,
2020-06-22,    0,22.5,11.6,    0,,   30
2020-06-21,    0,21.4,13.9,    0,  330,   14
2020-06-20,   52,20.6,15.5,    0,,
2020-06-19,    8,24.1,13.7,    0,  330,   19
2020-06-18,    0,19.7,10.8,    0,,
2020-06-17,    0,20.9,10.2,    0,  370,   19
2020-06-16,    0,18.6,9.8,    0,  320,   28
2020-06-15,   54,14.0,11.3,    0,,
2020-06-14,    8,18.1,11.0,    0,  350,   15
2020-06-13,   10,15.9,10.8,    0,,
2020-06-12,  136,17.0,12.3,    0,  350,   18
2020-06-11,    0,20.2,13.8,    0,  320,   11
2020-06-10,   18,20.2,12.6,    0,,
2020-06-09,   78,14.3,10.6,    0,  350,    7
2020-06-08,    0,18.3,12.9,    0,  420,   27
2020-06-07,    0,18.0,8.8,    0,  410,   27
2020-06-06,   54,17.2,10.7,    0,  350,   18
2020-06-05,    0,17.9,9.5,    0,  320,   28
2020-06-04,    2,19.4,10.8,    0,,   16
2020-06-03,    0,16.5,9.8,    0,,
2020-06-02,   44,15.2,10.6,    0,  320,   10
2020-06-01,    0,18.4,7.3,    0,  330,   21
2020-05-31,    0,17.2,10.3,    0,  350,    9
2020-05-30,   50,16.2,11.1,    0,  350,   10
2020-05-29,    0,20.8,11.5,    0,,
2020-05-28,    0,22.6,11.5,    0,,
2020-05-27,    0,19.9,7.3,    0,,
2020-05-26,    4,17.1,12.0,    0,  390,   29
2020-05-25,   92,17.4,12.6,    0,,
2020-05-24,    8,17.4,11.3,    0,,
2020-05-23,   20,17.6,10.0,    0,,
2020-05-22,    0,16.8,11.0,    0,  390,   28
2020-05-21,    2,15.3,10.8,    0,  450,   28
2020-05-20,    0,16.9,9.9,    0,  390,   28
2020-05-19,    0,18.3,9.9,    0,  420,   20
2020-05-18,    0,17.5,8.6,    0,,
2020-05-17,   54,17.5,10.5,    0,  520,    7
2020-05-16,   34,16.4,11.3,    0,  330,    7
2020-05-15,    0,19.0,8.2,    0,  330,   14
2020-05-14,    6,16.8,10.7,    0,  350,   19
2020-05-13,   12,17.5,11.3,    0,,   14
2020-05-12,  154,18.9,11.2,    0,  320,   11
2020-05-11,    4,22.5,11.1,    0,  320,   11
2020-05-10,    0,22.7,9.7,    0,,
2020-05-09,    0,22.0,7.6,    0,,   30
2020-05-08,    0,20.7,5.7,    0,  320,   30
2020-05-07,    0,15.4,4.9,    0,  370,   30
2020-05-06,   18,17.0,9.2,    0,  460,   30
2020-05-05,   12,15.5,7.3,    0,  330,   29
2020-05-04,    6,15.2,4.0,    0,  320,   23
2020-05-03,    2,13.8,6.6,    0,  460,   19
2020-05-02,   68,14.9,9.2,    0,  480,    8
2020-05-01,   14,15.3,9.2,    0,  390,   20
2020-04-30,    0,16.1,8.4,    0,  410,   18
2020-04-29,   32,14.9,5.3,    0,  420,   18
2020-04-28,    4,14.2,6.1,    0,,
2020-04-27,   14,15.7,8.7,    0,  390,   12
2020-04-26,   20,14.9,5.1,    0,  390,   10
2020-04-25,   36,16.8,10.2,    0,  520,   15
2020-04-24,    6,13.8,7.6,    0,,
2020-04-23,    0,15.4,6.7,    0,  320,   20
2020-04-22,   84,11.9,7.7,    0,,
2020-04-21,    0,13.8,7.6,    0,  350,   13
2020-04-20,    0,15.4,6.0,    0,,
2020-04-19,    0,16.4,9.2,    0,,
2020-04-18,    8,16.2,9.7,    0,  350,   20
2020-04-17,    0,15.5,6.2,    0,,
2020-04-16,    0,17.3,2.9,    0,,
2020-04-15,    0,15.6,4.0,    0,,
2020-04-14,    0,14.6,4.1,    0,  320,   22
2020-04-13,    0,14.6,0.6,    0,,
2020-04-12,    0,14.0,0.4,    0,,
2020-04-11,    0,14.5,5.7,    0,  450,   29
2020-04-10,    0,14.4,4.1,    0,,   25
2020-04-09,    0,13.0,2.4,    0,,
2020-04-08,    0,12.7,1.3,    0,,   29
2020-04-07,    0,11.9,2.7,    0,  390,   28
2020-04-06,    0,11.0,0.6,    0,,   23
2020-04-05,    0,10.8,2.7,    0,  320,   30
2020-04-04,    8,9.9,2.1,    0,  330,   10
2020-04-03,    0,8.8,3.3,    0,  450,   28
2020-04-02,    0,9.1,2.5,    0,  320,   10
2020-04-01,   16,8.8,1.8,    0,,   28
2020-03-31,    0,10.5,1.8,    0,  330,   20
2020-03-30,   50,9.5,4.6,    0,  610,   15
2020-03-29,    4,13.4,7.1,    0,  370,   20
2020-03-28,   48,10.2,7.1,    0,  450,   15
2020-03-27,   56,8.7,5.7,    0,,
2020-03-26,   20,9.0,3.8,    0,,
