FMTM,WSF2,WSF5,SNOW,PRCP,WT08,DATE,WDF2,AWND,WDF5,PGTM,WT01,TMAX,WESD,WT02,WT13,TMIN,WT16,WT14,WT11,WT18,WT22,WT09,WT04,WT15,WT06,WT17,WT03,WT05,TSUN,WT10,WT21,WT19,RHMX,ASLP,RHAV,ASTP,RHMN,AWBT,ADPT,WT07
 1409,   63,   80,    0,    0,,2007-05-25,  170,   38,  150, 1445,,29.4,    0,,,15.6,,,,,,,,,,,,,,,,,   75,10240,   62,10220,   46,  178,  144,
 2357,   63,   80,    0,    0,,2007-05-24,  190,   42,  120, 0845,,26.1,    0,,,13.9,,,,,,,,,,,,,,,,,   81,10298,   60,10278,   45,  156,  122,
 1858,   67,   80,    0,    0,,2007-05-23,  140,   43,  190, 1556,,25.6,    0,,,13.9,,,,,,,,,,,,,,,,,   75,10298,   59,10271,   42,  144,  111,
 1854,   67,   98,    0,    0,,2007-05-22,  170,   29,  110, 1352,,24.4,    0,,,12.2,,,,,,,,,,,,,,,,,   87,10261,   58,10230,   43,  144,  106,
 0306,   94,  107,    0,    0,,2007-05-21,   10,   40,  360, 0514,,23.3,    0,,,15.0,,,,,,,,,,,,,,,,,   70,10203,   49,10169,   33,  133,   78,
 9999,,,    0,    0,,2007-05-20,,   47,,,,27.2,    0,,,14.4,    1,,,,,,,,,,,,,,,,   65,10135,   48,10112,   35,  144,   89,
 1443,  103,  134,    0,    0,,2007-05-19,  280,   54,  280, 1442,,22.8,    0,,,10.0,,,,,,,,,,,,,,,,,   86,10173,   46,10152,   26,  111,   44,
 1111,   72,   98,    0,    0,,2007-05-18,   20,   40,   60, 0634,    1,16.1,    0,,,12.2,    1,    1,,,,,,,,,,,,,,,   88,,   77,,   60,  111,   94,
 0922,   76,   98,    0,    0,,2007-05-17,  330,   36,  360, 1340,,20.6,    0,,,13.9,,,,,,,,,,,,,,,,,   83,10173,   59,10142,   44,  128,   94,
 1543,  134,  156,    0,  122,,2007-05-16,  290,   57,  280, 1543,    1,28.3,    0,,    1,16.7,    1,,,,,,,,,,    1,,,,,,   90,10098,   65,10075,   47,  178,  144,
 1638,  112,  139,    0,    0,,2007-05-15,  200,   68,  200, 1637,,28.3,    0,,,15.0,,,,,,,,,,,,,,,,,   54,10163,   49,10152,   41,  161,  111,
 2354,   72,  143,    0,    0,,2007-05-14,  190,   38,  120, 1607,,22.8,    0,,,9.4,,,,,,,,,,,,,,,,,   74,10247,   44,10224,   26,  106,   44,
 0527,  103,  116,    0,    0,,2007-05-13,  360,   51,  360, 0628,    1,21.7,    0,,    1,12.2,    1,,,,,,,,,,,,,,,,   94,,   45,,   21,  106,   39,
 2024,  148,  183,    0,  236,,2007-05-12,  340,   29,  340, 2024,    1,27.2,    0,    1,,16.1,    1,,,,,,,,,,    1,,,,,,  100,,   71,,   47,  183,  161,
 1544,   80,  116,    0,    0,,2007-05-11,  340,   33,  340, 1544,,30.0,    0,,,18.3,    1,,,,,,,,,,,,,,,,   93,10122,   64,10098,   32,  189,  156,
 1706,   72,   98,    0,    0,,2007-05-10,  180,   38,  190, 1251,,26.1,    0,,,19.4,,,,,,,,,,,,,,,,,   93,10146,   77,10125,   58,  194,  183,
 1755,   63,  107,    0,    0,,2007-05-09,  160,   22,  110, 1537,,26.7,    0,,,15.0,,,,,,,,,,,,,,,,,   93,10190,   78,10169,   56,  183,  167,
 1911,   45,   98,    0,    0,,2007-05-08,  170,   22,  330, 1056,,23.9,    0,,,6.7,,,,,,,,,,,,,,,,,   81,10234,   63,10217,   45,  122,   89,
 1007,   94,  112,    0,    0,,2007-05-07,   60,   42,   40, 1029,,18.9,    0,,,7.2,,,,,,,,,,,,,,,,,   83,10295,   50,10271,   29,   78,   22,
 0410,  125,  179,    0,    0,,2007-05-06,   20,   70,   10, 1103,,17.2,    0,,,8.9,,,,,,,,,,,,,,,,,   83,10274,   38,10237,   27,   72,   -6,
 1226,   94,  107,    0,   10,,2007-05-05,  220,   34,  230, 1226,    1,20.0,    0,,    1,11.7,    1,,,,,,,,,,,,,,,,   93,10207,   74,10186,   25,  111,   89,
 2347,   63,  112,    0,    0,,2007-05-04,  180,   31,   80, 0458,,22.8,    0,,,10.0,,,,,,,,,,,,,,,,,   80,10227,   49,10207,   26,  106,   50,
 0842,   67,   94,    0,    0,,2007-05-03,   60,   36,   50, 0811,,18.3,    0,,,12.8,,,,,,,,,,,,,,,,,   75,10227,   52,10196,   38,  106,   56,
 2356,  112,  134,    0,    0,,2007-05-02,  360,   37,  360, 2355,,28.3,    0,,,15.0,    1,,,,,,,,,,,,,,,,   67,10129,   52,10098,   37,  150,  106,
 2350,  116,  156,    0,    0,,2007-05-01,  350,   37,  330, 2355,,25.6,    0,,,15.0,,,,,,,,,,,,,,,,,   60,10135,   45,10119,   33,  133,   72,
 1336,  116,  161,    0,    0,,2007-04-30,  290,   48,  270, 1420,,30.0,    0,,,11.1,,,,,,,,,,,,,,,,,   77,10115,   47,10091,   28,  144,   89,
 1531,   98,  125,    0,    0,,2007-04-29,  310,   37,  290, 1716,,24.4,    0,,,10.0,,,,,,,,,,,,,,,,,   80,10125,   50,10098,   29,  122,   67,
 1224,   76,  112,    0,    0,,2007-04-28,  260,   28,  320, 1750,    1,21.1,    0,,    1,13.9,    1,,,,,,,,,,,,,,,,   96,10105,   62,10081,   44,  128,   94,
 0029,   58,   89,    0,   43,    1,2007-04-27,   40,   17,  110, 1422,    1,20.6,    0,,    1,10.0,    1,    1,,,,,,,,,    1,,,,,,   97,10108,   89,10091,   73,  133,  128,
 9999,,,    0,   10,,2007-04-26,,   47,,,    1,15.6,    0,,    1,10.6,    1,    1,,,,,,,,,,,,,,,   96,10186,   73,10163,   67,  106,   83,
 2028,   94,  112,    0,    0,,2007-04-25,   30,   39,   30, 2024,,24.4,    0,,,13.9,    1,,,,,,,,,,,,,,,,   84,10149,   52,10125,   37,  133,   83,
 1007,   80,  103,    0,    0,,2007-04-24,  320,   38,  300, 1202,,28.3,    0,,,16.1,,,,,,,,,,,,,,,,,   61,10149,   50,10122,   34,  161,  111,
 1801,  103,  139,    0,    0,,2007-04-23,  210,   50,  200, 1610,,28.3,    0,,,12.2,,,,,,,,,,,,,,,,,   70,10176,   43,10159,   24,  133,   72,
 1835,   63,   67,    0,    0,,2007-04-22,  180,   22,  180, 1835,,27.2,    0,,,8.3,,,,,,,,,,,,,,,,,   74,10217,   42,10193,   15,  111,   39,
 1155,   67,   80,    0,    0,,2007-04-21,  350,   15,  340, 1155,,24.4,    0,,,7.2,,,,,,,,,,,,,,,,,   83,10217,   43,10190,   18,   94,   17,
 1551,   72,  103,    0,    0,,2007-04-20,  340,   23,  350, 1550,,21.7,    0,,,5.6,,,,,,,,,,,,,,,,,   96,10193,   53,10163,   25,   89,   33,
 9999,   36,,    0,    0,,2007-04-19,  190,   13,,,,13.3,    0,,,8.3,    1,,,,,,,,,,,,,,,,   83,10139,   68,10108,   57,   83,   50,
 1754,   80,  107,    0,    0,,2007-04-18,  350,   35,  330, 1038,,12.2,    0,,,5.6,,,,,,,,,,,,,,,,,   74,10095,   62,10064,   52,   61,   22,
 1536,  148,  197,    0,    0,,2007-04-17,  320,   95,  310, 0400,,13.3,    0,,,7.2,,,,,,,,,,,,,,,,,   63,10041,   57,10007,   50,   56,   11,
 1346,  170,  232,    0,    0,,2007-04-16,  310,  104,  330, 0042,,8.3,    0,,,5.6,    1,,,,,,,,,,,,,,,,   76, 9932,   60, 9898,   50,   39,   -6,
 2226,  161,  210,    0,  612,,2007-04-15,  320,   72,  320, 2226,    1,8.9,    0,,    1,6.1,    1,,,,,,,,,,,,,,,,  100, 9959,   90, 9959,   68,   72,   61,
 1547,   67,   94,    0,   38,,2007-04-14,  220,   29,  220, 1546,    1,13.3,    0,,    1,3.3,    1,,,,,,,,,,,,,,,,   89,10169,   67,10156,   40,   61,   22,
 1339,  130,  165,    0,    0,,2007-04-13,  320,   60,  310, 1354,,13.9,    0,,,6.7,,,,,,,,,,,,,,,,,   68,10166,   44,10135,   34,   50,  -17,
 1455,  112,  161,    0,  188,,2007-04-12,  320,   44,  320, 1455,    1,16.1,    0,,    1,7.2,    1,,,,,,,,,,    1,,,,,,   97,10068,   74,10041,   47,   83,   61,
 1554,   89,  107,    0,   69,    1,2007-04-11,  140,   43,  130, 1447,    1,12.2,    0,,    1,2.2,    1,,,,,,,,,,,,,,,,   89,10176,   60,10163,   41,   44,    0,
 1127,   67,  161,    0,    0,,2007-04-10,  330,   30,   20, 1259,,11.1,    0,,,1.7,,,,,,,,,,,,,,,,,   65,10196,   47,10169,   31,   22,  -39,
 1507,   76,  103,    0,    0,,2007-04-09,  270,   30,  320, 0827,,8.9,    0,,,-0.6,,,,,,,,,,,,,,,,,   66,10186,   47,10163,   35,   11,  -61,
 1046,  103,  148,    0,    0,,2007-04-08,  250,   51,  270, 1227,,7.8,    0,,,-1.7,,,,,,,,,,,,,,,,,   54,10166,   40,10135,   30,  -11,  -94,
 1829,  107,  143,   10,   23,,2007-04-07,  280,   57,  320, 1341,    1,5.0,    0,,    1,-0.6,,,,    1,,,,,,,,,,,,,   96,10095,   55,10064,   30,  -11,  -72,
 0746,   98,  139,    0,    0,,2007-04-06,  290,   47,  270, 1338,,8.9,    0,,,1.1,,,,    1,,,,,,,,,,,,,   59,10108,   40,10088,   28,    0,  -78,
 1918,  112,  148,    0,    0,,2007-04-05,  290,   69,  300, 1917,,8.3,    0,,,2.8,,,,,,,,,,,,,,,,,   48,10119,   39,10091,   31,    6,  -78,
 2226,  134,  197,    0,   74,    1,2007-04-04,  320,   54,  330, 2244,    1,14.4,    0,,,6.7,    1,    1,,,,,,,,,    1,,,,,,   97,10081,   75,10064,   34,   78,   50,
 2301,   80,  107,    0,    0,,2007-04-03,  110,   34,  110, 2300,,25.0,    0,,,9.4,,,,,,,,,,,,,,,,,   83,10166,   53,10142,   29,  122,   72,
 1520,   98,  130,    0,    3,,2007-04-02,  280,   31,  280, 1519,    1,27.8,    0,,    1,10.6,    1,,,,,,,,,,,,,,,,   96,10142,   53,10119,   19,  128,   72,
 0035,   54,   72,    0,    0,    1,2007-04-01,   80,   20,  110, 0942,,15.6,    0,,,8.9,    1,,,,,,,,,,,,,,,,   83,10193,   65,10179,   55,   89,   56,
 1109,   72,   80,    0,    0,,2007-03-31,   50,   36,   30, 1232,,16.7,    0,,,6.7,,,,,,,,,,,,,,,,,   77,10220,   55,10196,   38,   78,   28,
 1617,   63,  125,    0,    0,,2007-03-30,  170,   28,  180, 0849,,18.3,    0,,,3.9,,,,,,,,,,,,,,,,,   55,10271,   36,10254,   22,   50,  -39,
 1711,   89,  107,    0,    0,,2007-03-29,  340,   53,  350, 1726,,17.2,    0,,,6.1,,,,,,,,,,,,,,,,,   37,10308,   24,10284,   14,   39,  -89,
 1916,   89,  103,    0,    0,,2007-03-28,   50,   45,   30, 1006,,22.2,    0,,,12.2,,,,,,,,,,,,,,,,,   73,10230,   52,10196,   26,  128,   72,
 1223,  103,  139,    0,    0,,2007-03-27,  290,   44,  320, 1235,,28.3,    0,,,11.1,,,,,,,,,,,,,,,,,   80,10179,   53,10159,   37,  150,  106,
 1327,   94,  125,    0,    0,,2007-03-26,  190,   41,  170, 1326,,18.3,    0,,,6.1,,,,,,,,,,,,,,,,,   83,10261,   70,10251,   56,   89,   61,
 2338,   76,   94,    0,    0,    1,2007-03-25,  160,   38,  130, 1828,    1,17.2,    0,    1,    1,6.1,,,,,,,,,,,,,,,,,  100,10295,   71,10261,   44,   89,   67,
 0915,   58,   72,    0,   10,    1,2007-03-24,   70,   22,   20, 1254,    1,13.9,    0,,    1,9.4,    1,    1,,,,,,,,,,,,,,,   97,10247,   93,10220,   81,  111,  106,
 1649,   94,  103,    0,    0,,2007-03-23,   30,   37,   30, 1648,    1,25.6,    0,,    1,11.7,    1,,,,,,,,,,,,,,,,   96,10210,   72,10186,   37,  139,  111,
 1624,  112,  156,    0,    0,,2007-03-22,  210,   54,  210, 1313,,23.9,    0,,,6.1,    1,,,,,,,,,,,,,,,,   76,10247,   61,10234,   40,  111,   72,
 0731,   63,   72,    0,    0,,2007-03-21,  100,   38,   90, 0728,,6.7,    0,,,3.3,    1,,,,,,,,,,,,,,,,   71,10379,   49,10356,   35,   22,  -44,
 1324,  107,  143,    0,    0,,2007-03-20,  330,   54,  310, 1022,,17.2,    0,,,6.1,,,,,,,,,,,,,,,,,   62,10281,   42,10237,   27,   72,    0,
 1703,  107,  148,    0,    0,,2007-03-19,  200,   60,  220, 1407,,13.3,    0,,,-2.2,    1,,,,,,,,,,,,,,,,   76,10254,   44,10240,   25,   22,  -50,
 1510,  130,  174,    0,    0,,2007-03-18,  330,   54,  330, 1510,,6.7,    0,,,-1.7,,,,,,,,,,,,,,,,,   56,10217,   38,10179,   24,  -17, -111,
 0923,  130,  161,    0,    0,,2007-03-17,  320,   61,  320, 0921,,2.2,    0,,,-1.7,,,,    1,,,,,,,,,,,,,   82,10112,   60,10081,   48,  -17,  -61,
 1850,  112,  139,    3,  455,,2007-03-16,  350,   67,  340, 2000,    1,5.0,    0,,    1,-1.1,    1,,,    1,,,    1,,,,,,,,,,   93,10146,   90,10132,   82,   17,   11,
 1543,  134,  165,    0,   91,    1,2007-03-15,  340,   58,  350, 1358,    1,23.9,    0,,    1,3.9,    1,,,,,,,,,,,,,,,,   93,10149,   72,10112,   46,  100,   78,
 1533,  107,  165,    0,    0,,2007-03-14,  240,   44,  190, 1327,,27.2,    0,,,10.0,    1,,,,,,,,,,,,,,,,   80,10156,   57,10135,   31,  122,   83,
 9999,,,    0,    0,,2007-03-13,,   39,,,,21.7,    0,,,5.0,,,,,,,,,,,,,,,,,   76,10207,   55,10186,   31,   83,   33,
 1937,   58,   80,    0,    0,,2007-03-12,  170,   24,  140, 1225,,14.4,    0,,,0.6,,,,,,,,,,,,,,,,,   76,10264,   54,10244,   29,   39,  -17,
 1634,   98,  130,    0,   13,,2007-03-11,  350,   49,  350, 1518,    1,15.0,    0,,    1,5.0,    1,,,,,,,,,,,,,,,,  100,10254,   50,10220,   27,   61,   -6,
 1549,   89,  116,    0,   10,,2007-03-10,  190,   39,  180, 1146,    1,19.4,    0,,    1,0.6,    1,,,,,,,,,,,,,,,,   97,10227,   70,10210,   43,   67,   39,
 1811,   67,   72,    0,    0,,2007-03-09,  160,   30,  170, 1835,,7.8,    0,,,-2.8,,,,,,,,,,,,,,,,,   82,10308,   56,10284,   39,  -11,  -61,
 1409,   80,  103,    0,    0,    1,2007-03-08,  350,   35,  320, 1241,    1,4.4,    0,,,-6.7,,,,,,,,,,,,,,,,,   92,10268,   55,10237,   32,  -39, -100,
 0321,   63,   76,   46,   38,,2007-03-07,  200,   30,  200, 0332,    1,-1.7,    0,,    1,-4.4,,,,    1,    1,,,,,,,,,,,,   92,10251,   75,10234,   31,  -44,  -78,
 0758,  165,  197,    0,    0,,2007-03-06,  330,   77,  330, 0757,,0.6,    0,,,-6.7,,,,,,,,,,,,,,,,,   45,10298,   32,10261,   23,  -61, -172,
 1619,  139,  192,    0,    0,,2007-03-05,  320,   61,  310, 1729,,11.1,    0,,,-3.3,,,,,,,,,,,,,,,,,   58,10152,   44,10122,   28,  -11,  -83,
 1658,  134,  183,    0,    0,,2007-03-04,  300,   69,  280, 1425,,5.0,    0,,,-0.6,,,,,,,,,,,,,,,,,   47,10135,   41,10102,   33,  -17, -100,
 1340,  130,  170,    0,    0,,2007-03-03,  270,   42,  260, 1312,,15.6,    0,,,1.7,,,,,,,,,,,,,,,,,   70,10051,   44,10020,   22,   39,  -33,
 1317,  134,  165,    0,  145,,2007-03-02,  290,   63,  280, 1355,    1,17.8,    0,,    1,6.1,    1,,,,,,,,,,,,,,,,  100, 9993,   51, 9966,   12,   83,    6,
 2358,   72,  103,    0,   48,,2007-03-01,  170,   25,  150, 2345,    1,13.3,    0,,    1,2.2,    1,,,,,,,,,,,,,,,,   97,10163,   70,10152,   50,   44,   11,
 0938,   72,   89,    0,    0,,2007-02-28,  320,   27,   30, 1509,,10.6,    0,,,-0.6,,,,,,,,,,,,,,,,,   76,10210,   56,10183,   41,   17,  -33,
 1846,   80,   98,    0,    0,    1,2007-02-27,  340,   31,  360, 1856,    1,11.7,    0,,    1,0.0,,,,,,,,,,,,,,,,,   97,10149,   71,10119,   43,   28,   -6,
 1751,   40,   45,    0,    0,,2007-02-26,  220,   22,  240, 1827,    1,4.4,    0,,    1,0.0,    1,    1,,,,,,,    1,,,,,,,,   96,10098,   90,10068,   86,   17,    6,
 2153,   54,   54,   74,  191,,2007-02-25,   40,   20,   40, 2154,    1,3.3,    0,    1,,0.0,    1,    1,,    1,,,    1,,    1,,,,,,,,  100,10173,   91,10163,   70,    0,  -11,
 0432,   89,  116,    0,    0,,2007-02-24,  320,   42,  300, 0404,,6.7,    0,,,-4.4,,,,,,,,,,,,,,,,,   55,10237,   38,10210,   31,  -33, -122,
 9999,,,    0,    0,    1,2007-02-23,,   94,,,,5.0,    0,,,-1.7,,,,,,,,,,,,,,,,,   50,10176,   39,10139,   30,  -22, -111,
 1538,  165,  246,    0,    3,,2007-02-22,  300,   56,  320, 2249,,15.0,    0,,,2.2,    1,,,,,,,,,,    1,,,,,,   86,10078,   63,10058,   28,   33,   -6,
 1457,   72,   94,    0,    0,,2007-02-21,  330,   24,  320, 1459,    1,13.3,    0,,    1,2.2,    1,,,,,,,,,,,,,,,,  100,10119,   67,10085,   41,   44,   11,
 0240,   80,  103,    0,   64,,2007-02-20,  200,   40,  200, 0239,    1,8.3,    0,,    1,2.8,    1,,,,,,,,,,,,,,,,   97,10102,   61,10085,   49,   28,  -17,
 0051,  125,  161,    0,    0,,2007-02-19,  310,   49,  330, 0237,,2.8,    0,,,-8.3,,,,,,,,,,,,,,,,,   59,10213,   48,10190,   37,  -50, -122,
 1805,  148,  179,    3,    0,    1,2007-02-18,  330,   58,  320, 1805,    1,1.7,    0,    1,    1,-5.6,,,,    1,    1,,,,,,,,,,,,   85,10115,   58,10078,   40,  -39,  -89,
 2129,   63,   80,    0,    0,,2007-02-17,  230,   22,  230, 2128,,2.2,    0,,,-8.9,,,,    1,,,,,,,,,,,,,   81,10122,   58,10105,   43,  -44,  -94,
 0933,  103,  134,    0,    0,,2007-02-16,  280,   46,  280, 1212,,-1.1,    0,,,-8.3,,,,,,,,,,,,,,,,,   56,10163,   43,10139,   34,  -78, -156,
 0811,  116,  156,    0,    0,,2007-02-15,  330,   63,  320, 0228,,-2.8,    0,,,-7.8,,,,,,,,,,,,,,,,,   57,10166,   44,10135,   35,  -83, -161,
 1822,  143,  201,   46,  226,,2007-02-14,  320,   84,  310, 1738,    1,1.7,    0,,,-6.1,    1,    1,,    1,,,    1,,    1,,,,,,,,   92,10030,   73,10003,   52,  -33,  -61,
 1459,   94,  107,   10,   43,,2007-02-13,   60,   53,   30, 2341,    1,2.2,    0,,,-3.9,    1,    1,,    1,,,    1,,    1,,,,,,,,   96,10217,   89,10203,   82,  -17,  -22,
 1757,   63,   76,    0,    0,,2007-02-12,  340,   21,  340, 1752,,6.1,    0,,,-5.0,,,,,,,,,,,,,,,,,   85,10251,   56,10227,   34,  -17,  -72,
 1308,   76,   98,    0,    0,,2007-02-11,  170,   31,  170, 1307,,2.8,    0,,,-8.3,,,,,,,,,,,,,,,,,   63,10257,   47,10234,   22,  -56, -128,
 1357,  107,  134,    0,    0,,2007-02-10,  300,   47,  320, 1423,,2.2,    0,,,-7.2,,,,,,,,,,,,,,,,,   55,10207,   37,10176,   19,  -61, -161,
 1433,   98,  130,    0,    0,,2007-02-09,  320,   52,  290, 0429,,1.1,    0,,,-8.9,,,,,,,,,,,,,,,,,   59,10193,   35,10169,   24,  -67, -172,
 1049,  125,  161,    0,    0,,2007-02-08,  320,   47,  330, 1049,,-1.7,    0,,,-8.3,,,,,,,,,,,,,,,,,   52,10200,   34,10179,   17,  -83, -183,
 1651,  103,  143,   13,   10,,2007-02-07,  280,   51,  290, 1423,    1,-1.7,    0,,    1,-8.9,,,,    1,,,,,,,,,,,,,   89,10183,   54,10156,   24,  -72, -139,
 0914,   98,  125,    5,    5,,2007-02-06,  310,   47,  280, 0952,    1,-2.8,    0,,    1,-12.2,,,,    1,,,,,,,,,,,,,   89,10261,   34,10247,   16, -100, -211,
 1323,  107,  148,    0,    0,,2007-02-05,  280,   66,  310, 1219,,-5.6,    0,,,-10.6,,,,,,,,,,,,,,,,,   53,10274,   32,10240,   20, -111, -222,
 2308,  116,  156,    0,    0,,2007-02-04,  320,   43,  290, 2305,,1.1,    0,,,-6.1,,,,,,,,,,,,,,,,,   57,10200,   41,10169,   28,  -56, -144,
 1639,   89,  116,    0,    0,,2007-02-03,  230,   47,  250, 1335,,2.8,    0,,,-4.4,,,,,,,,,,,,,,,,,   63,10163,   41,10129,   27,  -39, -122,
 2328,  116,  156,    0,   20,,2007-02-02,  320,   24,  310, 2328,    1,3.3,    0,,,0.0,    1,    1,,    1,,,    1,,    1,,,,,,,,   97,10068,   89,10041,   61,    6,    0,
 0903,   94,  125,    0,    3,,2007-02-01,  200,   39,  190, 0903,    1,1.7,    0,,    1,-1.7,    1,,,    1,,,    1,,,,,,,,,,   92,10159,   64,10146,   43,  -17,  -61,
 0020,  112,  143,    0,    0,,2007-01-31,  290,   48,  290, 0020,,1.1,    0,,,-5.6,,,,,,,,,,,,,,,,,   53,10207,   42,10176,   30,  -56, -139,
 1658,  125,  161,    0,    0,,2007-01-30,  240,   50,  310, 2303,,6.1,    0,,,-6.7,,,,    1,,,,,,,,,,,,,   68,10159,   53,10135,   36,  -33,  -94,
 0010,  148,  192,    0,    0,,2007-01-29,  320,   59,  320, 0018,,0.6,    0,,,-6.1,,,,,,,,,,,,,,,,,   50,10173,   41,10132,   29,  -67, -150,
 2309,  130,  161,    0,   13,    1,2007-01-28,  310,   38,  300, 2335,    1,7.8,    0,,    1,-1.7,    1,,,    1,,,,,,,,,,,,,   93,10058,   62,10030,   43,   11,  -33,
 1532,   63,   76,    0,    0,,2007-01-27,  170,   26,  180, 1531,,13.9,    0,,,-3.9,,,,,,,,,,,,,,,,,   78,10088,   55,10075,   35,    6,  -50,
 9999,,,    0,    0,,2007-01-26,,   39,,,,0.6,    0,,,-9.4,,,,,,,,,,,,,,,,,   53,,   43,,   33,  -67, -150,
 2155,  148,  183,    3,    0,    1,2007-01-25,  320,   64,  310, 2323,,3.9,    0,,,-5.6,,,,    1,,,,,,,,,,,,,   78,10142,   50,10115,   36,  -28,  -89,
 1500,   63,  103,    0,    0,,2007-01-24,  250,   31,  230, 1440,,4.4,    0,,,0.0,,,,    1,,,,,,,,,,,,,   76,10169,   63,10146,   52,    0,  -39,
 1108,   89,  148,    0,    0,,2007-01-23,  300,   38,  320, 0758,    1,6.1,    0,,,0.0,,,,    1,,,,,,,,,,,,,   96,10146,   61,10115,   45,    0,  -44,
 2010,   45,   58,    0,    5,,2007-01-22,  210,   17,  270, 1445,    1,1.1,    0,,,-1.1,    1,    1,,,,,,    1,    1,    1,,,,,,,   96,10135,   92,10119,   88,    0,   -6,
 0809,   58,   72,   30,   84,,2007-01-21,   40,   30,  310, 0048,    1,-1.1,    0,    1,,-4.4,    1,    1,,    1,,,    1,,    1,,,,,,,,   96,10278,   71,10261,   43,  -44,  -83,
 1318,  130,  174,    0,    0,,2007-01-20,  320,   63,  320, 1021,,2.8,    0,,,-2.8,,,,    1,,,,,,,,,,,,,   56,10227,   40,10190,   30,  -33, -122,
 1855,  125,  179,    0,    0,,2007-01-19,  300,   46,  300, 1321,,8.9,    0,,,-0.6,,,,,,,,,,,,,,,,,   96,10156,   56,10135,   35,    0,  -56,
 2141,   40,,    0,    0,,2007-01-18,  170,   18,,,,1.7,    0,,,-3.3,    1,,,    1,,,,,,,,,,,,,   92,10312,   69,10312,   59,  -22,  -56,
 0410,  130,  165,    0,    0,,2007-01-17,  340,   46,  330, 0303,,1.1,    0,,,-5.0,,,,,,,,,,,,,,,,,   60,10393,   46,10356,   40,  -50, -122,
 0505,  130,  165,    0,    0,,2007-01-16,  320,   75,  320, 0505,,17.8,    0,,,-0.6,,,,,,,,,,,,,,,,,   73,10193,   53,10146,   43,   39,  -11,
 1553,   89,  143,    0,    0,,2007-01-15,  200,   48,  110, 1025,,20.0,    0,,,11.1,    1,,,,,,,,,,,,,,,,   87,10135,   73,10125,   63,  133,  111,
 1659,   54,   67,    0,   15,,2007-01-14,  190,   19,  180, 0954,    1,19.4,    0,,    1,10.6,    1,,,,,,,,,,,,,,,,  100,10217,   87,10193,   75,  128,  117,
 1232,   63,   67,    0,    3,,2007-01-13,  170,   37,  170, 1242,,15.0,    0,,,8.9,    1,,,,,,,,,,,,,,,,   90,10240,   78,10217,   70,  106,   83,
 1435,   72,   98,    0,    5,,2007-01-12,  210,   41,  200, 0356,,9.4,    0,,,3.9,    1,,,,,,,,,,,,,,,,   93,10295,   70,10274,   46,   50,   17,
 1555,   72,   94,    0,    0,,2007-01-11,  200,   33,  190, 1547,,5.6,    0,,,-3.3,,,,,,,,,,,,,,,,,   81,10356,   60,10332,   40,  -11,  -56,
 1040,  130,  174,    0,    0,,2007-01-10,  320,   53,  320, 1048,,3.3,    0,,,-1.7,,,,,,,,,,,,,,,,,   54,10261,   43,10217,   32,  -22, -100,
 0931,   76,  103,    0,    0,,2007-01-09,  210,   43,  290, 1950,,8.3,    0,,,0.0,    1,,,,,,,,,,,,,,,,   82,10132,   53,10105,   38,    6,  -50,
 1243,  116,  161,    0,  127,,2007-01-08,  270,   49,  310, 1420,    1,13.3,    0,,    1,2.2,    1,    1,,,,,,,,,,,,,,,  100,10088,   62,10058,   28,   56,    6,
 0405,   72,   98,    0,   58,,2007-01-07,  340,   35,  320, 0005,    1,15.0,    0,,    1,7.8,    1,    1,,,,,,,,,,,,,,,  100,10220,   67,10203,   49,   72,   39,
 1639,   89,  116,    0,    5,,2007-01-06,  330,   45,  330, 1638,    1,22.8,    0,,    1,13.3,    1,,,,,,,,,,,,,,,,  100,10105,   70,10071,   38,  139,  106,
 2324,   58,   67,    0,   48,,2007-01-05,  170,   39,  170, 2323,    1,17.2,    0,,    1,11.1,    1,,,,,,,,,,,,,,,,  100,10139,   97,10122,   90,  133,  133,
 9999,,,    0,    0,,2007-01-04,,   28,,,,16.7,    0,,,5.6,,,,,,,,,,,,,,,,,   93,10220,   75,10200,   56,   83,   61,
 1232,   80,   98,    0,    0,,2007-01-03,  200,   29,  210, 1232,,13.3,    0,,,0.0,,,,,,,,,,,,,,,,,   92,10284,   69,10261,   42,   39,    6,
 0101,  125,  165,    0,    0,,2007-01-02,  310,   43,  330, 0105,,10.6,    0,,,1.7,,,,,,,,,,,,,,,,,   78,10254,   55,10213,   36,   33,  -17,
 2310,  130,  183,    0,  262,,2007-01-01,  310,   30,  300, 2314,    1,11.7,    0,,    1,6.7,    1,    1,,,,,,,,,,,,,,,  100,10125,   91,10105,   59,   89,   78,
 1505,   54,   72,    0,   15,,2006-12-31,  110,   24,   50, 0151,    1,8.3,    0,,    1,3.3,    1,,,,,,,,,,,,,,,,   97,10284,   78,10268,   61,   44,   22,
 1329,   45,,    0,    0,    1,2006-12-30,  230,   17,,,    1,8.9,    0,    1,    1,3.3,,,,,,,,,,,,,,,,,  100,10315,   91,10295,   77,   50,   44,
 9999,   49,   76,    0,    0,,2006-12-29,   40,   22,   10,,,11.7,    0,,,2.2,,,,,,,,,,,,,,,,,   93,10345,   73,10318,   47,   44,   17,
 1117,   40,   58,    0,    0,,2006-12-28,  190,   11,  190, 1027,,9.4,    0,,,0.0,,,,,,,,,,,,,,,,,   85,10298,   68,10268,   44,   28,   -6,
